filename,filename_png,object_id,h0,w0,h_ratio,w_ratio,w_pad,h_pad
X6ecNuJIbb7OXPtzsVJryA.jpg,X6ecNuJIbb7OXPtzsVJryA.png,41,2086,4608,0.2775647171620326,0.2777777777777778,16.0,30.5
X6ecNuJIbb7OXPtzsVJryA.jpg,X6ecNuJIbb7OXPtzsVJryA.png,42,2086,4608,0.2775647171620326,0.2777777777777778,16.0,30.5
36iNN_5lKC_CrOiFjmcF9w.jpg,36iNN_5lKC_CrOiFjmcF9w.png,69,2136,4590,0.2785580524344569,0.2788671023965142,16.0,22.5
36iNN_5lKC_CrOiFjmcF9w.jpg,36iNN_5lKC_CrOiFjmcF9w.png,78,2136,4590,0.2785580524344569,0.2788671023965142,16.0,22.5
4dJUlF0yIABNXB0WVh2cpg.jpg,4dJUlF0yIABNXB0WVh2cpg.png,49,2237,4608,0.27760393383996423,0.2777777777777778,16.0,25.5
4dJUlF0yIABNXB0WVh2cpg.jpg,4dJUlF0yIABNXB0WVh2cpg.png,51,2237,4608,0.27760393383996423,0.2777777777777778,16.0,25.5
4dJUlF0yIABNXB0WVh2cpg.jpg,4dJUlF0yIABNXB0WVh2cpg.png,52,2237,4608,0.27760393383996423,0.2777777777777778,16.0,25.5
4dJUlF0yIABNXB0WVh2cpg.jpg,4dJUlF0yIABNXB0WVh2cpg.png,76,2237,4608,0.27760393383996423,0.2777777777777778,16.0,25.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,108,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,142,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,44,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,50,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,139,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,140,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,80,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,96,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
0KohgmStOYkLZM6v-Frfew.jpg,0KohgmStOYkLZM6v-Frfew.png,43,2316,4608,0.27763385146804836,0.2777777777777778,16.0,14.5
j9GRbVPCNom2frhGSPB8Ow.jpg,j9GRbVPCNom2frhGSPB8Ow.png,170,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,100,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,115,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,169,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,170,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,113,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,168,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
pqVP5zno7C1ib8VxDlwF_Q.jpg,pqVP5zno7C1ib8VxDlwF_Q.png,65,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,38,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,39,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,40,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,50,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,51,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
F3rQytc1LLTNo7Us-k7jog.jpg,F3rQytc1LLTNo7Us-k7jog.png,62,1810,3580,0.3574585635359116,0.3575418994413408,16.0,12.5
