filename,alpha,beta
--jRsD9anHdGxv4ZOCQktA_45.png,0.6784313768148422,0.125490203499794
-24xIsrQS_XSpHHgmmOB2g_101.png,0.3137254938483238,0.0941176488995552
-3qDI4rcmarHQRV9FDKfeA_66.png,0.2705882489681244,0.2549019753932953
-4x3QnUx01ZfYnZPVE9DNA_17.png,0.2078431360423565,0.03529411926865578
-5Tar0aE6kVomCLac556dA_48.png,0.43529413640499115,0.21176470816135406
-9KGl9SjjCNY1k7e7kZAQw_65.png,0.376470610499382,0.1411764770746231
-9bvNvBWAX3xjKfJzS4vTA_56.png,0.6156862936913967,0.04313725605607033
-GsIwCvO8Z6tpWUZKE3_1A_100.png,0.29411765933036804,0.25882354378700256
-IK_pKkzprAR5XnFgpQ-NQ_152.png,0.7294117733836174,0.12156862765550613
-IK_pKkzprAR5XnFgpQ-NQ_188.png,0.3333333358168602,0.09019608050584793
-LtOhSguWQXyerbzUN6HpA_40.png,0.8313725553452969,0.054901961237192154
-Nm-gZulic8rBJCPVNOzFw_63.png,0.8349019668996356,0.0313725508749485
-OW9ycbAVx3NHh1Emb8XxA_79.png,0.5176470726728439,0.1568627506494522
-OW9ycbAVx3NHh1Emb8XxA_89.png,0.647058829665184,0.23529411852359772
-OW9ycbAVx3NHh1Emb8XxA_91.png,0.6235294044017792,0.2862745225429535
-OW9ycbAVx3NHh1Emb8XxA_93.png,0.6078431457281113,0.13333334028720856
-P1z3gM5DlaNUCdPEjgQ8w_68.png,0.505882378667593,0.05098039284348488
-UV1Qnye_oHy_YAsVHFN3w_79.png,0.4745098315179348,0.05098039284348488
-V5fGAIR2G__XTVqoz8coQ_15.png,0.29411765187978745,0.08627451211214066
-WYrqjOmcPi4IsimKqUjsg_103.png,0.30588237941265106,0.2078431397676468
-WYrqjOmcPi4IsimKqUjsg_108.png,0.2352941334247589,0.2823529541492462
-WYrqjOmcPi4IsimKqUjsg_66.png,0.3686274588108063,0.3294117748737335
-WYrqjOmcPi4IsimKqUjsg_71.png,0.4129411816597027,0.26274511218070984
-XbuVbJprvlUDmLVkYEZnw_38.png,0.36078432155773044,0.003921568859368563
-YF7yrS0WkRqW2CUBmSOtw_33.png,0.301960788667202,0.07450980693101883
-gSMw1gvzaUryheHPx00Zw_65.png,0.6313725635409355,0.06666667014360428
-gSMw1gvzaUryheHPx00Zw_71.png,0.5803921744227409,0.09019608050584793
-gmH2vOSnm6NBWRa4-UhTg_24.png,0.26274510473012924,0.08235294371843338
-i3WC4H43BVUh5nZsJgThQ_121.png,0.6784313768148422,0.14509804546833038
-i3WC4H43BVUh5nZsJgThQ_123.png,0.7058823555707932,0.24313725531101227
-lq--TUNqiNC_SizcDD5fw_35.png,0.7215686291456223,0.18039216101169586
-oGaIbSDBcETJXT7GpJq_g_41.png,0.41960784792900085,0.29411765933036804
-pVSrIxeKECPZ_q7rQ9m1g_65.png,0.27450981736183167,0.29411765933036804
-pknlH0DMwa03Y-g2-tcjA_116.png,0.2235294207930565,0.11372549086809158
-pknlH0DMwa03Y-g2-tcjA_120.png,0.188235305249691,0.07058823853731155
-qYuT49E9XwSfZl71BeYGg_23.png,0.3137254863977432,0.1411764770746231
-tRuGgG35QpQjRBw5Gi1RQ_51.png,0.1725490242242813,0.20392157137393951
00rKt4pJadETqgb3NYonSA_77.png,0.10196079313755035,0.1568627506494522
00rKt4pJadETqgb3NYonSA_79.png,0.23137255758047104,0.11764705926179886
00rKt4pJadETqgb3NYonSA_85.png,0.40392157062888145,0.03529411926865578
056PRDIdH73i9SjAk2zT1w_92.png,0.3294117674231529,0.12156862765550613
09_28U6xuMmiFwt-NT3Dpg_28.png,0.4941176623106003,0.20000000298023224
0AzF67m7ykZZUATHLdl4yg_21.png,0.37254904210567474,0.21176470816135406
0AzF67m7ykZZUATHLdl4yg_31.png,0.4156862944364548,0.22745098173618317
